ZIP_NEW,BEDS,BATHS,SQUARE_FEET,LOT SIZE,YEAR_BUILT,PRICE
94566,3,2.5,1441,2318,1999,975000
94566,3,2.5,1441,2318,1999,975000
92536,3,2.5,3150,125888,2005,410000
95050,5,4,3628,13169,1975,1950000
94539,4,2,1764,5500,1956,1458000
93455,3,2,1380,4792,1989,386000
93268,4,2,1403,6969,2006,160000
92130,4,3,2630,8701,2000,1425000
94539,4,3,3112,6200,1988,2225000
93304,3,2,1752,6969,1987,205000
94551,4,2,1409,7500,1984,742000
94551,2,1,1040,6000,1970,627000
94533,3,2,2127,14375,1986,530900
93402,2,1,912,5500,1981,375000
94941,4,3,2616,7318,2015,3725000
95135,3,2,1737,7500,1985,1320000
93420,2,2,1113,3422,1983,402000
95687,5,3.5,3268,9026,2004,604840
94568,4,3,2127,3752,2003,1126000
94568,4,3,2127,3752,2003,1126000
95008,4,4.5,3161,8315,2018,2298000
94550,4,2.5,1775,9603,1985,778000
92887,4,2.75,3036,17532,2007,1525000
93420,3,2,1528,7218,1999,679000
94551,4,2.5,2283,8436,1997,930500
95123,4,3,2854,8005,1968,1025000
95035,4,2.5,1845,5459,1972,1650068
93314,3,2,1323,43560,2001,230000
94566,5,3,3511,10350,1983,1880000
94566,5,3,3511,10350,1983,1880000
93422,3,2,1300,7200,2006,500000
95123,4,3,2384,6145,1968,1350000
94551,3,1.5,1505,6300,1971,710000
93444,3,3,1933,6098,1990,560000
94568,3,3.5,1719,2342,2005,875000
94568,3,3.5,1719,2342,2005,875000
92252,2,2,1408,17859,1987,199000
90621,2,2,900,13500,1995,890000
92252,3,2,1351,8407,1965,275000
94550,4,2,1798,7137,1965,870000
95076,3,1.5,1297,513398,2009,675000
92114,4,2.5,2304,11885,2017,579000
95123,3,2,1072,6100,1972,1060000
94560,3,2,1388,1951,1990,1000000
93444,3,2,1638,6900,1992,516000
94536,5,3,2669,5630,1999,1500000
94568,3,2.5,2008,3031,2016,1089000
94568,3,2.5,2008,3031,2016,1089000
92277,2,1,862,8905,1979,89000
95035,3,2,1277,6242,1960,1238888
92277,2,1.75,1421,18000,1978,165000
91941,5,3.5,3727,2450,2006,930000
90623,4,4,3040,7500,1998,1025000
94539,3,2,1459,6240,1955,1358000
92071,4,2.5,1812,7058,2008,545000
93422,3,2.25,2224,127195,1986,700000
92113,4,2,1646,1400,2013,430000
91911,5,3,2407,2100,2003,640000
93263,4,2,1998,7841,2016,313000
91977,5,3,2542,5829,2000,575000
92078,4,2.5,1746,6850,1994,705000
92220,3,2.5,1625,6970,1987,285000
94551,3,1,900,1710,1985,525000
94404,2,2.5,1580,808,1989,1360000
92139,4,2.5,1552,1335,1984,418000
95131,4,3,2036,1162,2006,1400000
91913,3,2.5,1730,1750,2005,390000
93103,2,1.5,1246,1050,1980,635000
93103,2,1.5,1246,1050,1980,635000
95035,4,3.5,1947,797,2015,1267500
92807,3,2.5,1500,1500,2018,634807
94551,3,3,2056,2056,2016,740000
95117,2,2.5,1032,1147,1984,1090000
95136,2,2.5,1057,635,2000,826000
95136,2,2.5,1057,635,2000,826000
95118,3,2,1395,1385,1981,885000
94087,3,3,1495,1341,2006,1600000
95119,2,1.5,992,795,1980,631000
94566,2,2,1198,1287,1985,630000
94566,2,2,1198,1287,1985,630000
95050,2,2.5,1324,628,1979,950000
92119,2,2,1129,100514,1985,480000
95035,3,3.5,1534,958,2000,1060000
95035,3,3.5,1534,958,2000,1060000
95035,2,1,863,1215,1979,490000
92211,3,1.75,1746,2614,1984,315000
92808,3,2,1142,1400,1995,475000
95035,1,1,635,700,2007,296000
92126,2,2,1264,26057,2013,550000
94103,2,2,1131,1400,2008,1150000
92024,3,3,1979,2100,2017,1414000
92154,4,4,2034,2800,2017,457066
92841,2,2,955,1200,1990,385000
92040,2,2,884,1400,1982,226000
94550,3,2.5,1778,1750,2017,639507
94550,3,2.5,1778,1750,2017,639507
92154,2,3,1326,2100,2004,276000
95051,2,2,1028,1118,1969,610000
92127,1,1,540,700,1995,255000
91709,2,2.5,1436,1436,2009,402000
94533,2,1,850,1742,1971,108000
93101,1,2,1065,1400,2014,1050000
93101,1,2,1065,1400,2014,1050000
92886,2,2.5,1493,1750,2008,570000
92260,2,2,1729,2434,2005,300000
94965,2,2.5,1225,876,1981,850000
92691,2,1.25,980,1912,1987,395000
92692,2,2,1200,3000,1985,560000
92618,3,2.5,1500,3000,2000,780000
92211,2,2,1602,453,2012,215900
93436,2,2,1084,871,1986,179000
94551,4,3,2006,2100,2016,793131
93455,3,2,1130,1307,2003,260000
94590,2,1.5,1238,1359,1986,265000
94568,3,2,1246,1400,2004,633000
94568,3,2,1246,1400,2004,633000
95123,3,2.5,1378,2016,1998,700000
95128,2,2.5,1513,435,2002,1125000
94568,2,2,1066,1400,2007,552000
94568,2,2,1066,1400,2007,552000
92704,0,1,560,700,1981,220000
94080,2,2,1060,1400,2004,650000
92704,2,2,1566,1400,1984,280000
94536,2,2,1178,1400,2000,661000
92110,2,2,890,1400,1987,420000
92805,3,2,1833,1800,2008,490000
94539,2,2,1081,1400,2009,670000
95136,2,1,816,700,1986,465000
92886,3,2.5,1950,1750,2016,772000
93420,2,2,960,1050,2007,279000
92805,2,2,1230,1400,2011,479000
92024,1,1,956,700,2010,607500
94114,2,2.5,1880,1750,2016,2000000
92009,3,3,1615,39260,2011,649900
92602,2,2.5,1158,1750,1999,520000
95126,2,2,964,2298,1991,638000
95126,2,2,964,2298,1991,638000
94105,3,2,1665,1400,1991,3330000
92262,2,2.5,1266,1750,2008,345000
93940,1,1,567,566,1985,275000
91730,2,2.5,1428,3000,1984,315000
94065,2,2,1550,514279,1989,1240000
91730,2,1,785,2000,1986,285000
92264,2,2,1257,1311,2006,345000
92024,2,2,1270,1400,2017,1100000
92024,2,2,1270,1400,2017,1100000
94089,3,2,1693,1400,1998,265000
94089,3,2,1492,1400,2016,310000
94089,3,2,1568,1400,2011,223000
92102,3,2,1344,1400,2017,135000
92058,3,2,1248,1400,2007,197000
93458,2,2,1704,2614,1990,115000
92548,4,2,1382,18731,2004,202000
92356,3,2,1624,98881,2006,155000
95136,3,2,2180,1400,1999,194500
95136,3,2,2180,1400,1999,194500
92536,4,2,1782,210395,2002,245000
92225,3,2,1904,1400,2005,90000
95014,5,0,2616,9920,1969,2100000
94550,4,3,2472,8370,1994,920000
93454,3,2.5,2996,17162640,1997,1800000
94558,5,3,2469,10446,1980,910000
94550,3,2.5,1428,1891,2016,681500
94550,3,2.5,1428,1891,2016,681500
93307,3,2,1040,7757,1989,141900
92308,2,2,1200,3130,2003,171000
94550,3,2.5,2023,7652,1994,842500
95035,5,3.5,2035,6000,1971,1070000
93312,3,2,1901,8276,2005,280000
92316,5,3,2000,7700,1987,344000
92503,3,2,2152,9148,2001,442000
95008,3,2.5,1417,3652,2006,1305000
93436,4,3,1936,2178,2012,340000
92870,4,2.5,2527,4000,2011,700000
91786,4,2,1551,7700,1975,445888
94533,4,3,3048,8433,2011,585000
95035,4,2.5,1867,3220,1991,980000
94558,4,2.5,2646,7383,1999,920000
95125,5,4,3125,6953,2017,1900000
92028,3,3,2770,2100,2003,665500
95062,3,2.5,2058,4966,1987,865050
92860,4,4,3598,33977,2003,780000
93428,3,2,1344,9850,1984,545000
94024,4,3.5,3895,22650,2002,4910000
95035,3,2,1754,5500,1966,1127000
94061,3,2.5,1589,2703,2013,1501768
92061,3,4,2651,2800,1992,470000
92081,3,3,1925,2100,2003,587500
95620,4,2.5,2784,10158,2000,550000
93905,4,2.5,2131,4408,2006,500000
92154,3,2,1276,5691,1985,465000
92583,5,3,2764,7405,2004,295000
92583,3,2,1694,5663,2004,237000
95035,3,2,1374,5500,1976,1170000
92501,3,2.5,1660,2178,2007,319500
94566,6,4,3025,7102,1965,1390000
94566,6,4,3025,7102,1965,1390000
92507,5,3,3238,7215,2017,420000
93505,3,2,1545,9700,1991,128000
92583,4,3,2135,2100,2000,290000
92571,4,2,1636,7405,1998,280000
93402,3,2.5,2184,6300,1988,680000
91910,4,3,2053,5190,1993,575000
92557,3,2.5,1595,7405,1985,340000
91784,4,3,2623,10160,1978,680000
92084,2,2,1040,5227,1989,420000
94550,3,2,2504,20090,1986,1300000
91935,3,2,2080,217800,2008,481000
92008,5,3,2398,13068,1997,970285
95051,4,2,1693,6732,1965,1287000
92549,3,2,1835,6098,1983,500000
94558,4,3,3014,14244,1987,619000
93428,2,1,1027,4792,1984,463000
94550,5,2.5,2660,11205,1973,928000
95035,4,3,2415,4403,1993,1250000
94571,2,2.5,2475,5798,2001,467500
92118,4,4,2592,4640,2016,1630000
93433,3,2.5,1450,4250,1989,485000
92585,3,1.75,1207,3484,1988,273000
94571,2,2,1439,4051,2004,319000
92584,3,2,1690,4356,2002,344500
92694,4,2.5,1930,3781,2000,715000
95125,4,3,2377,5227,1999,1140000
92626,3,3,2201,10270,2008,1295000
92587,3,2.5,2204,7841,1987,385000
92805,3,2.5,1751,1645,2017,585048
93449,3,2.5,1863,2680,1990,1102150
93422,5,3.5,3120,38768,2003,784000
92004,3,2,1828,94525,1985,279000
94568,4,3,2509,4927,2001,1139000
95687,3,2,1533,6943,1986,374000
94018,4,2.5,2590,5500,2005,1350000
92501,4,2.5,1634,2178,2006,310000
92315,3,3.5,2228,8400,1988,965000
93560,3,2,2400,28314,1985,475000
94539,5,3,2453,4456,2004,1782000
92203,3,2,2238,8712,2001,349000
94550,3,2,1156,6500,1965,665000
92562,4,3,2400,7841,2000,440000
94510,4,3.5,3508,14523,2005,890000
94539,4,3,2008,7500,1953,1305000
91709,4,3,2224,4082,2012,569000
92823,4,3,2272,2998,2003,725000
92252,3,2,1526,19425,2008,155000
93427,3,2,1818,6969,1997,619000
92544,2,2.75,1988,842450,1985,550000
94568,4,3,2202,8292,2000,1200000
94550,4,2.5,1798,13679,1994,813000
92268,2,2,1044,108900,1994,265000
93263,4,3.5,2812,10818,2007,290000
92805,3,2.5,1761,2570,2012,605000
95008,5,4.5,3368,10149,2008,1950000
94566,4,2.5,2143,6700,1969,1135000
94566,4,2.5,2143,6700,1969,1135000
94568,5,3,2535,4673,2000,1165000
94566,4,3,2680,16169,1994,1369000
93263,4,2,1530,7023,2005,215000
92252,2,1,842,10064,1978,162000
94550,4,2,1212,5780,1971,720000
92407,4,2,1413,13152,1987,355000
92054,3,3,2326,2100,2003,910000
91752,4,2.5,3114,7405,2004,540000
92241,3,2,1850,9583,2005,220000
94124,5,3.5,1901,1784,1998,990000
94533,4,3,2012,4757,2001,425000
92277,3,1.75,1145,8125,2005,134500
94568,4,2.5,1708,6633,1965,872000
92277,3,2,1213,8100,1985,119000
92277,4,2,2472,11250,2001,229000
94568,5,4,2984,7412,1995,1202000
94568,5,4,2984,7412,1995,1202000
95051,4,3,1954,5655,1961,1450000
95112,3,3.5,1717,1755,2014,860000
92210,4,3.75,3683,15246,1999,1130000
92210,4,4.5,3749,19602,2004,1500000
94585,4,2,1620,6299,1989,360000
92869,4,2.5,1806,4000,1987,770000
94403,4,2,2000,7626,1974,1800000
92071,4,3,1617,1946,2004,530000
95620,3,2,1944,11575,2004,480000
95035,2,2.5,1459,2730,1984,725000
94087,4,3.5,3004,6239,1986,2328000
94550,4,3,2472,7590,1992,920000
93444,3,3,2470,5502,2007,709000
93449,3,3.5,3314,5000,1990,1225000
92661,4,3,2180,3149,1986,2265000
94065,3,2.5,1924,23129,2011,1550000
92139,3,3,1540,3309,1981,393000
94539,3,3,1556,2100,2012,950000
95136,3,2.5,1647,1134,2003,780000
95111,3,3,1792,3326,1989,707000
92253,3,3,1739,2335,2006,400000
93101,2,2,1070,1400,2005,660000
93101,2,2,1070,1400,2005,660000
95035,2,2.5,1192,970,2005,681000
92154,2,3,1240,2100,2005,346750
92688,3,2.5,1941,1154,2014,579000
94568,1,1.5,1243,1050,2003,570000
94568,1,1.5,1243,1050,2003,570000
92627,3,2.25,1658,2650,2017,935000
92807,4,3.5,1749,1749,2018,713344
92056,5,3,3043,2100,2002,718000
94539,4,2,1544,8056,1970,1560000
92374,2,1.75,1440,1225,2004,125000
92315,4,3.5,3654,22000,2001,960000
92506,4,3,2086,13068,1984,490000
94401,1,1,734,68498,2002,700000
94401,1,1,734,68498,2002,700000
95023,3,2,1800,78844,2000,800000
93555,3,2,1576,1400,1988,155000
93555,3,2,1576,1400,1988,155000
94568,3,2,1070,1400,1989,580000
94568,3,2,1070,1400,1989,580000
95136,3,2,1344,1400,1970,230000
93907,3,3,1633,4492,1989,496000
91911,5,3,2648,2100,2001,615000
93311,3,2,1127,7405,2002,205000
92612,3,3,1413,1307,1984,760000
92679,3,2.5,1297,3694,1988,510000
94568,3,2,2344,1400,2007,880000
94568,3,2,2344,1400,2007,880000
94551,3,2.5,2256,4410,2004,810000
92557,4,2.5,2004,10019,1988,331000
94401,3,2,1530,1400,1981,1250000
94401,3,2,1530,1400,1981,1250000
94158,2,2,1124,1400,2018,2060000
91730,2,2,1066,2000,2008,344491
92869,1,1,738,700,1992,345000
92128,2,2.5,1450,1750,2005,535000
92021,3,2,899,39160,1995,290000
92127,2,2,1356,1400,2009,569000
92679,4,2.5,1633,1750,1997,660000
92833,1,1,644,700,1983,335000
91914,2,2.5,1410,1750,2005,404000
92620,2,2.5,1538,1000,2013,736000
92084,3,2,1344,1400,1992,160000
92102,2,2,834,1400,1984,410000
92103,2,2.5,1674,1750,2006,820000
92117,3,3.5,1451,2450,2008,680000
94568,3,2.5,2112,1750,2003,830000
94568,3,2.5,2112,1750,2003,830000
92103,3,2.5,1374,1750,1981,540000
92104,2,2,1108,1400,2006,492000
94401,2,2,1256,39442,1981,960000
94560,3,3,1622,2100,2017,990000
92009,2,2,1199,1400,2001,484000
92130,4,2.5,1563,1750,2006,820000
95136,1,1,648,3343,1988,400000
94566,2,2,964,12413,1987,616000
94566,2,2,964,12413,1987,616000
92845,2,1,900,700,1984,364888
92602,4,3,1750,2100,2001,830000
95135,2,2,1307,1680,1988,730000
94588,2,2,1043,1400,1991,640000
92025,2,2,1064,1400,2011,275000
1708,3,2.5,1393,1750,2017,426066
94089,3,2,1075,1400,2008,281000
92866,3,2,1200,1400,1992,140000
92154,3,2,1200,1400,1982,134000
93518,3,2,1727,83635,2005,100000
92801,3,2,1620,1400,2004,174900
91977,3,3,1660,2100,1988,520000
93306,3,2,2100,9147,2013,229000
92223,2,2,1606,4356,1990,256000
92128,4,3,2081,10233,1986,910000
92629,4,3,2789,9350,2014,2115000
94551,3,2,1694,7270,1995,888000
94070,5,3.5,2997,6615,2018,2950000
94551,2,1,910,7261,1967,600000
93924,3,3.5,3507,225205,1986,1590000
92014,4,2.5,3360,1750,1985,1850000
92844,3,2.5,1988,2701,2017,715000
91786,3,2,1585,5016,1980,430000
92627,4,3,1858,1706,2017,999269
92345,3,2,1580,22800,1983,276000
94550,3,2,1466,7956,1972,900000
94551,4,2.5,2279,7360,1999,938000
95004,2,2,1900,217800,1989,815000
93436,3,3,1526,3094,2017,354156
95070,4,3.5,2292,2671,2015,2250000
92887,4,3,2484,7061,2000,910000
92014,4,3.5,2000,3500,2016,15500000
95687,3,3,2417,6631,2017,630990
92833,4,3,3015,6045,2004,985000
95054,4,2.5,1705,1890,2000,1570000
94024,4,3.5,3156,63233,1963,3650000
91784,4,3.5,3522,15010,2000,880000
94568,4,3,2870,8376,2012,1350000
93449,4,2.5,3184,9335,1989,1075000
93441,3,3,2171,37897,1989,865000
92549,3,2.5,2036,13068,2006,463000
92004,3,2,1568,11323,2004,125000
92553,3,2.5,1562,7405,1987,330000
94550,4,3,2573,13385,2012,1510000
92408,3,2.5,1459,5500,1989,325000
95051,3,2,1340,7175,1957,1570000
92591,3,2,1262,5662,1986,360000
94568,3,3,2368,3289,2015,923500
94568,3,3,2368,3289,2015,923500
95051,2,1,1162,7500,1950,1453000
92352,4,3.5,2250,8000,2006,520000
92036,3,2.5,3338,52707,2006,715000
92870,3,2,2222,6000,2003,798000
93309,3,2.5,1680,6379,1983,216200
92399,4,2.5,1741,3574,2005,385000
94550,5,3,2270,3350,2016,840000
95148,3,2,1532,9737,1982,975000
94560,4,2.5,2589,6016,1992,1416000
92823,4,4.25,3835,6238,2002,1150000
92028,5,2.5,2414,4768,2008,565000
94558,3,3.5,2979,8063,2009,1225000
92173,5,2.5,1814,14401,1980,537000
94025,4,2.5,3090,5350,2002,2414000
93313,4,2,1645,6098,2006,250000
91762,4,3.5,3205,6751,2014,725000
93442,3,2.5,1560,7371,2017,865000
95123,5,3,1926,6011,1970,1030000
92694,3,2.5,1763,4290,2000,759000
92121,6,3,3076,5524,1999,1073000
92887,4,4.5,3644,8599,2002,1210000
92027,4,2,1606,10794,1987,528000
95051,4,2,1931,6854,1960,1950000
94539,4,2,1544,8050,1970,1600000
92301,2,1,644,871200,1981,170000
95123,4,2,1450,5979,1962,1008000
95020,3,2.5,1684,2615,2005,689500
92583,3,2,1540,10890,2005,280000
92118,4,3,1297,2100,2007,1415000
92372,2,2,2704,108900,1985,445000
94560,4,2.5,1856,5149,1994,1300000
92256,1,1,1122,39325,1960,85000
92372,3,3.25,2059,204732,2000,405000
92120,3,2.5,1589,1750,1983,590000
92308,6,3,2691,21500,1976,330000
92127,2,2,1068,72257,2006,520000
92614,2,1.5,1098,9999,1982,535000
92004,2,2,1648,6970,1985,145000
95035,3,2.5,1375,843,1992,1045000
95008,3,2.5,1759,1946,1990,1105000
92602,3,2.75,1640,1925,2000,730000
94065,2,2,1892,452708,1989,1420000
95035,3,3.5,1534,959,2000,1123000
95035,3,3.5,1534,959,2000,1123000
94568,2,2,1150,1400,1999,587000
94568,2,2,1150,1400,1999,587000
94558,2,2.5,1285,636,1993,392000
93101,1,2,1085,1400,2008,785000
93101,1,2,1085,1400,2008,785000
92078,2,2,1111,1400,2004,405000
95050,1,1,716,716,1987,500000
94949,3,2,1459,775,2005,251642
92649,2,2,1714,1400,1991,770000
95123,3,1.5,1260,435,1984,580000
93405,1,1,774,480,1985,320000
94070,2,2,1598,15375,1984,940000
92119,2,2,1259,1400,1987,349000
92620,3,2.5,1580,1750,2005,765000
92120,3,3,1589,2100,1983,568000
94089,3,2,1570,1400,1997,240000
92399,3,2,1560,1400,2008,92500
91709,2,1.75,1376,1225,2014,165000
92548,2,2,1908,27007,1987,274900
95066,3,2,1614,1614,2000,280000
93422,3,2,1487,8712,2015,395000
93306,3,2,1489,6235,1983,130500
95123,2,2,1828,1400,1980,189900
94103,2,0,2624,4608,1991,2000000
94103,2,0,2624,4608,1991,2000000
93455,4,3,1697,3920,1990,389000
94558,3,2,1256,10733,2002,307000
92833,4,3.5,2123,1862,2015,805000
93433,3,2,1387,6000,2003,555000
92411,3,1,1056,8833,1985,195000
93311,4,3,2574,7840,1999,319950
92337,4,2.5,1896,8091,2009,386500
91784,4,2.75,2229,4500,1986,572000
92395,3,2,2200,8300,1989,284900
92399,3,2,1721,7324,2008,325000
92395,5,4,1546,7242,2006,227000
92308,2,2,1080,23000,1978,140000
92007,4,6,3517,4200,1994,1820000
93222,3,3,2168,11358,1991,290000
92352,2,1.5,1381,10407,1987,240000
94403,3,2.5,2060,7070,1969,1751128
94550,3,2,1584,8714,1970,750000
92019,4,3,2871,10754,2001,805000
95008,4,2,1836,14098,1983,1550375
91784,4,3.5,3054,10000,1985,730000
92301,3,2,1366,8040,1988,138000
94024,4,2.5,2099,13692,1960,2320000
94590,3,2,1387,5001,2008,345000
91901,3,2,1706,1400,1997,565000
93402,3,2,1850,10125,1985,739000
94591,4,4.5,3419,11500,2001,580000
92833,3,2.5,1859,5777,2005,625000
92653,4,3,2923,12160,1989,940000
92627,3,2.5,2237,4093,2017,995000
92584,3,2,1757,10019,2003,339000
92591,3,2.25,1458,6534,1988,358000
92264,3,3.5,2108,4792,2004,599000
92672,4,3.5,2817,6098,2017,2260000
94534,4,3,2469,6813,2001,525000
94551,3,3,1742,2106,2010,778000
92548,3,2,1170,39204,1991,259000
93560,4,3,2518,6534,2015,319900
92106,4,4,3820,13261,1988,2356250
93560,4,2,1890,6534,1996,255000
93905,3,2,1461,5214,1989,315000
92315,3,2,1749,7500,1986,345000
92505,5,3,2533,3920,2002,375000
92130,5,3,2844,5693,1995,1165000
93308,3,2,1086,10356,2016,156000
92252,3,2,1026,7920,1972,130000
92320,5,3,3114,6098,2014,415000
92881,3,2,2377,10019,2001,549000
92203,4,2.5,2478,8712,2006,281000
93307,3,2,1677,6098,2014,215000
95076,3,2.5,1552,1655,2004,450000
94043,3,2.5,1625,435,1998,1500000
92078,3,3,1740,2100,2003,499000
92708,3,2.5,1529,1800,1983,643500
92130,2,2,1193,1400,2002,555000
94539,3,3.5,1771,1276,2014,1140000
95136,4,2.5,1760,1848,1978,653000
94089,3,2.5,1646,2606,2008,1280000
92009,3,2,1338,1400,2002,480000
93117,2,2,990,1400,1992,565250
93117,2,2,990,1400,1992,565250
92807,2,2.5,1661,1750,1982,557000
92014,3,3,2023,2100,1986,1149000
92843,1,1,764,700,1986,306000
95138,2,2,1085,1085,1998,780000
92505,3,2.5,1532,3049,2005,380000
92071,3,2.5,1320,56621,2007,465000
91786,3,2,1561,3000,1977,455000
92649,3,1.75,1620,3600,2014,615000
92886,2,1,807,700,1982,347500
93449,2,2,1134,1134,1989,688000
92024,3,2,1056,1400,1985,518000
94107,1,1,1050,700,2004,272822
92078,2,2.5,1410,1750,2006,480000
92618,2,1.75,951,1225,1983,460000
92833,2,2.5,1016,1016,1983,405000
92107,2,2,1040,1400,1981,448000
94124,1,1,740,700,2017,730500
90621,3,2.5,1537,1000,2000,610000
91752,3,3,1537,2100,2016,410000
92009,3,2.5,1501,1750,1983,605000
92701,3,2,1200,1200,1982,275000
90621,2,2.5,1051,1750,1993,439000
92040,3,2.5,1465,1750,2016,449000
92879,3,2.5,1722,4356,1988,459000
95136,3,2,1584,1400,1980,335000
95136,3,2,1584,1400,1980,335000
93268,3,2,1552,43560,1988,145000
92276,2,2,1344,5227,1983,113000
95111,2,2,2040,1400,1980,229000
94558,3,2.5,2386,188615,1976,2525000
92277,4,2,1948,21632,1983,155000
94591,2,2.5,1411,4928,1992,389000
94566,3,2.5,1766,3094,2018,1099000
94566,3,2.5,1766,3094,2018,1099000
92127,7,4.5,3933,16002,2012,1221000
92557,4,2,1749,5663,1988,290000
93449,3,2.5,1730,6373,1985,562500
92571,3,2,1270,3920,1997,295000
92881,3,2.5,1700,5227,1998,480000
92503,4,3,3159,12197,2002,587000
91906,3,2,1432,5182,2008,297000
92503,6,3.5,3244,11326,2000,585000
92553,3,2,1588,7840,1983,300000
92553,4,2,1708,7405,1982,324900
92065,4,2.5,2800,369824,2000,1002000
92359,4,2,1984,7200,1999,391970
93405,2,1.5,1109,1676,1980,470412
94574,4,3,2030,6704,2014,1195000
91786,4,3,2315,7548,1960,490000
92571,3,2.5,1507,3920,1985,285000
92683,4,3,2287,3398,2015,980000
92004,3,3,2846,30928,1990,475000
92555,4,2,1740,6534,2002,328000
93561,3,2,1409,18907,1989,275000
92019,4,2.5,2617,33976,1989,770000
92308,2,1.5,919,1020,1986,112000
95136,4,3.5,3181,2626,2005,923500
93908,3,3,1666,3609,1990,622000
92057,2,2,906,3730,1986,410000
92359,4,3,2277,98445,1990,532000
92627,3,2,1710,7800,2017,1795000
92544,4,2.5,2403,25265,1987,460000
92865,3,2,1194,3450,1986,575000
92010,3,2.5,1740,5566,1988,725000
94558,3,2.5,2700,16527,1961,1200000
92591,3,2,1104,3485,1995,340000
92879,4,3,2410,5227,1989,495000
93906,3,2,1814,7045,2000,535000
92662,3,3.75,2620,2666,2018,8800000
92591,3,2,1689,4792,2001,410000
94550,4,3.5,2919,12265,2014,1400000
93933,3,2,1668,6289,1990,635000
92595,3,2,1856,19166,1987,393000
94560,3,2.5,1708,3132,2017,1136382
95121,4,3,2323,8027,1980,1140000
92057,5,3,2600,4114,2003,605000
92356,3,2,1832,151589,2006,188000
92591,3,2,1010,3485,1995,320000
92019,3,2,1413,9451,2007,475000
94533,3,3,2181,12240,2006,618000
93930,4,2.5,2349,85813,2002,685000
92056,4,2,1650,9424,1982,555000
92284,2,1.75,1178,108900,1967,156000
92078,4,3,2467,11319,1990,735000
90630,5,4.5,3867,6840,2013,1400000
94568,4,4.5,3472,5915,2006,1380000
93306,3,2,2126,13068,1996,300000
92230,4,2,1617,9148,2005,195000
92253,3,2.5,1708,3049,2006,338000
94571,2,2,1439,4095,2005,350000
92376,4,2.5,1824,4400,2010,357000
94306,5,3,2241,6125,1994,3270000
93463,2,2,2424,43560,1980,390000
92887,2,2,1056,5500,1984,565000
91752,5,3,3780,7841,2016,661000
95123,4,2,1228,5820,1972,1150000
92121,5,3,2893,2100,1999,1030000
92240,3,2,1524,8712,1994,265000
92234,4,2,1850,8276,2004,322500
94941,5,4.5,3436,11474,2006,4005000
93940,3,2,1579,5000,2017,995000
94568,4,4,3430,7963,1999,1330000
94568,4,4,3430,7963,1999,1330000
94560,4,2,1632,10494,1975,1310000
93444,3,2.5,1778,49658,1982,630000
95020,4,2,1927,6091,2000,812000
93444,3,2,1655,7567,1997,524000
94044,3,2.5,2060,3600,1999,1480000
93307,6,3,2030,6765,2007,207000
92071,3,2,1852,1400,1981,621000
93422,3,2.5,1734,41382,2014,675000
92376,5,3,2445,4039,2017,455000
94110,2,2.5,1284,1750,2000,1630888
95032,3,2.5,1398,1351,1997,1525000
95126,3,3.5,1588,747,2008,1240000
92024,3,2.5,1326,3258,1985,710000
92802,3,2.5,1392,1750,1982,460000
94566,2,2.5,1221,1153,1986,720000
94566,2,2.5,1221,1153,1986,720000
94306,2,2.5,1261,675,1993,1450000
94550,3,2.5,1516,1950,1991,728000
94550,3,2.5,1516,1950,1991,728000
94568,3,2.5,1401,1750,1999,805000
94568,3,2.5,1401,1750,1999,805000
95123,2,2,981,2016,1999,752000
92610,3,2.5,1400,1750,1993,592000
94551,3,2.5,1514,1750,2004,713000
92120,3,2.5,1538,2939,1983,573000
95126,2,1,912,700,1988,380000
95126,2,1,912,700,1988,380000
92694,3,2.5,1776,1000,1999,635876
91915,4,3,1671,2100,1998,460000
92128,2,2,1092,92008,2005,480000
95123,2,2,995,1400,1985,545000
92260,2,2,1705,3920,1981,247500
91913,3,4,1605,472593,2009,390000
92354,3,2,1392,1392,1982,198000
94402,2,2,1378,18867,2007,1118000
94402,2,2,1378,18867,2007,1118000
95014,1,1,850,401,2003,760000
91914,3,3,1447,2100,1997,430000
92612,2,2.5,1344,1750,1981,600000
92833,3,1.5,1227,1200,1980,465000
92262,1,1,589,436,1982,86000
92802,2,2.25,1411,1575,1994,427000
94568,2,2.5,1298,1750,2004,579000
95128,1,1,736,435,2002,595000
92130,2,2,953,1400,2002,468000
92010,2,2,1341,93164,2006,490000
95136,2,2,1168,1168,1996,650000
92805,2,2,1046,1046,2008,395000
94110,2,2,930,1400,2014,1140000
95117,2,2.5,1117,600,1985,655000
92656,3,2.5,1806,4613,1991,635000
92602,2,2,1486,1600,2002,590000
94560,4,3.5,1687,1100,2016,739000
92025,4,2,2162,1400,1983,577000
92211,2,2.5,1576,4356,1990,190000
92627,3,3,1717,2100,2016,720090
92154,2,2,1643,71101,2005,348000
92037,3,2,1453,1400,2001,725000
92276,2,2,1440,5227,1982,118000
92314,3,2,1736,1400,1985,175000
92056,2,2,1436,1400,1989,390000
92301,8,4,3224,8100,1985,247000
92081,4,3,2541,22215,2002,800000
95014,3,2,1540,4106,1976,1570000
92223,2,2,1606,4792,1990,220000
94939,3,2.5,3005,10999,2000,2450000
92129,3,3,1436,2100,2000,595000
93312,4,2,2024,7500,2005,270000
92308,3,2,2010,23125,1980,205000
94044,3,2,1655,5206,2004,1175000
92040,4,3,2120,13348,2013,570000
94533,4,2,1785,8269,2016,432225
92571,3,2.5,1604,3920,1996,270000
